Process	rawID	newID	Orthogroup_ID	IPR_ID	IPR_desc	Organism...6	ko_evalue	ko_ID	ko_desc	KeggPathway_ID	KeggPathway_desc	BP:GO	BP:desc	BP:catIII	BP:catII	MF:GO	MF:desc	MF:catIII	MF:catII	CC:GO	CC:desc	CC:catIII	CC:catII	hit	hit_desc	Organism...26	uni_evalue	%algCopepod	%algHit	Pfam_ID	Pfam_desc	Pfam_evalue	peptideSignal	TM_occurence	RPKM_Hypox1	RPKM_Hypox2	RPKM_Hypox3	RPKM_Norma1	RPKM_Norma2	RPKM_Norma3	Mean_Metridinidae	Mean_Centropagoidae	Mean_Pancalanidae
s&c	TRINITY_DN25063_c0_g1_i1	Eucalanus-hyalinus_39499	OG0008664	IPR011598|IPR036638	Myc-type, basic helix-loop-helix (bHLH) domain|Helix-loop-helix DNA-binding domain superfamily	Vertebrata|Mammalia	1.15e-17	ko03000	Transcription_factors			-	-	-	-	GO:0046983	protein_dimerization_activity	protein_binding	binding	-	-	-	-	tr|A0A1L3THU6|A0A1L3THU6_9MAXI	ChREBP2	Paracyclopina_nana	6.1e-44	35	39	-	-	-	N	0	7.28066558672663	19.8005782778687	4.75856974892899	2.07106955894186	2.30918909031096	1.62007435767331	1,666666667	1,4	1,666666667
s&c	TRINITY_DN20961_c0_g1_i1	Eucalanus-hyalinus_30592	OG0000504	IPR029021	Protein-tyrosine phosphatase-like	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A0K2UPA9|A0A0K2UPA9_LEPSM	Uncharacterized_protein	Lepeophtheirus_salmonis	2.4e-121	77	95	PF14566	Inositol hexakisphosphate	7.5E-29	N	0	15.1683469139657	41.793446730201	12.1105527453984	5.41915822764245	6.34936336738132	4.99722806409988	10,83333333	2,3	15,27777778
s&c	TRINITY_DN9472_c0_g1_i5	Eucalanus-hyalinus_5206	OG0000712	IPR035810|IPR036610	Phosphatidylethanolamine-binding protein, eukaryotic|PEBP-like superfamily	Diptera|Nematocera	2.51e-21	ko03012	Translation_factors	ko03013	Nucleocytoplasmic_transport_(Translation)	-	-	-	-	-	-	-	-	-	-	-	-	tr|W5JS41|W5JS41_ANODA	Phosphatidylethanolamine-binding_protein	Anopheles_darlingi	1.1e-16	76	87	-	-	-	N	0	9.74378755098181	6.56916952657844	7.10554679901115	0.928710570656798	1.22039693697691	2.08089754322994	9,5	5,2	10,5
s&c	TRINITY_DN5041_c0_g1_i13	Eucalanus-hyalinus_41409	OG0000712	IPR035810|IPR036610	Phosphatidylethanolamine-binding protein, eukaryotic|PEBP-like superfamily	Diptera|Nematocera	4.86e-17	ko04131	Membrane_trafficking	ko04062|ko04666	Chemokine_signaling_pathway_(Immune_system)|Fc_gamma_R-mediated_phagocytosis_(Immune_system)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A1L8EBW4|A0A1L8EBW4_HAEIR	Putative_phosphatidylethanolamine-binding_protein	Haematobia_irritans	4.0e-15	47	76	-	-	-	N	0	18.9781289398499	25.5476350101241	11.0048942539292	1.75629487917541	2.89404111731996	1.33906399159175	9,5	5,2	10,5
s&c	TRINITY_DN4057_c0_g1_i1	Eucalanus-hyalinus_39082	OG0001297	-	-	Diptera|Drosophilidae	7.09e-15	-	-	-	-	GO:0030431|GO:0032222|GO:1903818	sleep|regulation_of_synaptic_transmission,_cholinergic|positive_regulation_of_voltage-gated_potassium_channel_activity	sleep|regulation_of_biological_process|regulation_of_molecular_function	multicellular_organismal_process|biological_regulation|biological_regulation	-	-	-	-	-	-	-	-	tr|A0A1S6GLF2|A0A1S6GLF2_9MAXI	Protein_quiver	Pseudodiaptomus_poplesia	6.3e-40	80	100	PF17064	Sleepless protein	1.3E-8	N	1	172.161847217016	414.693747232457	130.514801605727	48.3002034950905	57.6701342449398	51.1199346727047	7,833333333	1,6	6,222222222
s&c	TRINITY_DN14033_c0_g1_i5	Eucalanus-hyalinus_1956	OG0001297	-	-	Bilateria|Arthropoda	3.52e-09	-	-	-	-	GO:0030431|GO:0032222|GO:1903818	sleep|regulation_of_synaptic_transmission,_cholinergic|positive_regulation_of_voltage-gated_potassium_channel_activity	sleep|regulation_of_biological_process|regulation_of_molecular_function	multicellular_organismal_process|biological_regulation|biological_regulation	-	-	-	-	-	-	-	-	tr|A0A8J1UAN4|A0A8J1UAN4_OWEFU	Ofus.G101885_protein	Owenia_fusiformis	3.1e-05	26	47	PF17064	Sleepless protein	1.1E-6	N	0	2.62560957226889	10.1844033967845	4.02808535669178	0.854529201923433	1.07612872223495	1.3961241006691	7,833333333	1,6	6,222222222
ImmSys	TRINITY_DN44568_c0_g1_i1	Eucalanus-hyalinus_4388	OG0000025	IPR008983	Tumour necrosis factor-like domain superfamily	-	-	-	-	-	-	-	-	-	-	GO:0005515	protein_binding	protein_binding	binding	-	-	-	-	noHit	-	-	-	-	-	-	-	-	N	0	26.8473104745798	108.810350812957	14.5885349499254	2.65984983961918	3.7560860519615	2.80196805267196	39,5	0,2	62,61111111
ImmSys	TRINITY_DN22500_c0_g1_i2	Eucalanus-hyalinus_33273	OG0000025	IPR008983	Tumour necrosis factor-like domain superfamily	-	-	-	-	-	-	-	-	-	-	GO:0005515	protein_binding	protein_binding	binding	-	-	-	-	noHit	-	-	-	-	-	-	-	-	N	0	19.2318790109666	47.347784781901	16.8028111026997	3.39694574069509	3.19065374306407	3.11252530582171	39,5	0,2	62,61111111
ImmSys	TRINITY_DN24440_c0_g1_i1	Eucalanus-hyalinus_42190	OG0000025	IPR008983	Tumour necrosis factor-like domain superfamily	-	-	-	-	-	-	-	-	-	-	GO:0005515	protein_binding	protein_binding	binding	-	-	-	-	noHit	-	-	-	-	-	-	-	-	N	0	11.4617995673713	32.8059101765646	6.22257180161097	2.97592183429426	3.87108868667278	2.82882397649949	39,5	0,2	62,61111111
ImmSys	TRINITY_DN25109_c0_g1_i1	Eucalanus-hyalinus_37267	OG0000071	IPR002181|IPR014716|IPR020837|IPR036056	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain|Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1|Fibrinogen, conserved site|Fibrinogen-like, C-terminal	Opisthokonta|Metazoa	1.04e-34	ko04091	Lectins	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A194AMP0|A0A194AMP0_PINFU	Fibrinogen_C-terminal_domain-containing_protein	Pinctada_fucata	1.4e-29	42	99	PF00147	Fibrinogen beta and gamma chains, C-terminal globular domain	6.5E-40	N	1	5.96585384581179	4.5418275597823	3.68497905981093	0.956819244102827	1.34115614962693	1.00047672841168	33,16666667	4	28,11111111
ImmSys	TRINITY_DN11464_c0_g2_i1	Eucalanus-hyalinus_6647	OG0000085	IPR001304|IPR016186|IPR016187|IPR018378	C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site	Chordata|Vertebrata	2.38e-11	ko04090|ko04091	CD_molecules|Lectins			-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A8J4ZT12|A0A8J4ZT12_9CHEL	Macrophage_mannose_receptor_1	Nymphon_striatum	6.2e-10	57	13	PF00059	Lectin C-type domain	5.0E-17	N	0	63.7416270445238	132.372760248886	68.9049294223657	7.54526961631513	9.2540589121433	6.45508071429653	11,33333333	3,5	37,22222222
ImmSys	TRINITY_DN11464_c0_g1_i1	Eucalanus-hyalinus_6648	OG0000085	IPR001304|IPR016186|IPR016187|IPR018378	C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site	Opisthokonta|Metazoa	5.26e-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A8J4ZT12|A0A8J4ZT12_9CHEL	Macrophage_mannose_receptor_1	Nymphon_striatum	1.2e-13	99	13	PF00059	Lectin C-type domain	1.4E-17	N	0	14.2813097565092	24.5427976997166	11.2319972281881	2.87156388172363	6.46061275257424	2.77227474960897	11,33333333	3,5	37,22222222
ImmSys	TRINITY_DN13680_c0_g3_i1	Eucalanus-hyalinus_10604	OG0000085	IPR001304|IPR016186|IPR016187|IPR018378	C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site	Vertebrata|Testudines	3.51e-31	ko04090|ko04091|ko04131	CD_molecules|Lectins|Membrane_trafficking	ko04145	Phagosome_(Transport_and_catabolism)	-	-	-	-	-	-	-	-	-	-	-	-	tr|K7GIE6|K7GIE6_PELSI	Macrophage_mannose_receptor_1-like	Pelodiscus_sinensis	1.3e-28	93	30	PF00059|PF00059|PF00059	Lectin C-type domain|Lectin C-type domain|Lectin C-type domain	3.5E-18|2.8E-15|4.7E-16	N	0	8.28680139356966	15.4258421043577	6.57200167578261	1.5590710931321	1.38621147781926	1.36864474130926	11,33333333	3,5	37,22222222
ImmSys	TRINITY_DN2754_c0_g2_i3	Eucalanus-hyalinus_19173	OG0000085	IPR001304|IPR016186|IPR016187	C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold	Bilateria|Chordata	2.93e-06	ko04090|ko04091	CD_molecules|Lectins	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A8W8IJ27|A0A8W8IJ27_CRAGI	C-type_lectin_domain-containing_protein	Crassostrea_gigas	6.5e-06	96	14	PF00059	Lectin C-type domain	4.3E-12	N	0	33.9844097369476	70.8272404561176	31.4320392608901	6.91094614963404	8.84342130986809	4.05970611941467	11,33333333	3,5	37,22222222
ImmSys	TRINITY_DN12101_c0_g1_i15	Eucalanus-hyalinus_24558	OG0000085	IPR001304|IPR016186|IPR016187|IPR018378	C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site	Vertebrata|Actinopterygii	9.43e-30	ko04090|ko04091|ko04131	CD_molecules|Lectins|Membrane_trafficking	ko04145	Phagosome_(Transport_and_catabolism)	-	-	-	-	-	-	-	-	-	-	-	-	tr|H3D2D8|H3D2D8_TETNG	Mannose_receptor,_C_type_2	Tetraodon_nigroviridis	2.7e-29	97	33	PF00059|PF00059|PF00059	Lectin C-type domain|Lectin C-type domain|Lectin C-type domain	4.1E-17|2.7E-15|7.4E-16	N	0	13.33277942814	26.2857676784736	8.01804760809765	1.19747378125596	1.52361773437731	0.894365560246808	11,33333333	3,5	37,22222222
ImmSys	TRINITY_DN34152_c0_g1_i1	Eucalanus-hyalinus_32871	OG0000085	IPR001304|IPR016186|IPR016187|IPR018378	C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site	Vertebrata|Actinopterygii	2.47e-11	ko00535|ko00536|ko04091	Proteoglycans|Glycosaminoglycan_binding_proteins|Lectins	ko04514	Cell_adhesion_molecules_(Signaling_molecules_and_interaction)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A7G7WYX3|A0A7G7WYX3_9CNID	Toxin_candidate_TRINITY_DN21540_c0_g4_i3.p1	Isarachnanthus_nocturnus	7.1e-11	45	4	PF00059	Lectin C-type domain	5.5E-15	N	0	5.35717609166776	8.3885131437898	3.4160682275831	1.10381661400689	0.828856977946811	0.549610120822061	11,33333333	3,5	37,22222222
ImmSys	TRINITY_DN12101_c0_g1_i10	Eucalanus-hyalinus_39039	OG0000085	IPR001304|IPR016186|IPR016187|IPR018378	C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site	Bilateria|Chordata	1.92e-10	ko04090|ko04091	CD_molecules|Lectins	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A8B6GP28|A0A8B6GP28_MYTGA	Mannose_receptor,_C_type	Mytilus_galloprovincialis	3.4e-09	72	10	PF00059	Lectin C-type domain	2.4E-16	N	0	10.8891797202401	20.0875431804465	8.49624183329595	1.26228824501516	1.56659117011935	0.366634329045275	11,33333333	3,5	37,22222222
ImmSys	TRINITY_DN21201_c0_g1_i1	Eucalanus-hyalinus_40388	OG0000196	IPR001304|IPR016186|IPR016187	C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A7M7MZ78|A0A7M7MZ78_STRPU	Macrophage_mannose_receptor_1-like	Strongylocentrotus_purpuratus	1.7e-08	59	8	PF00059	Lectin C-type domain	1.1E-7	N	0	12.1881383371252	31.8665556659449	3.10051871537911	2.10016128727927	2.06063054239554	1.5371908066742	30,66666667	1,8	22,88888889
ImmSys	TRINITY_DN20672_c0_g1_i2	Eucalanus-hyalinus_41422	OG0000365	IPR003598|IPR003599|IPR007110|IPR013783|IPR036179	Immunoglobulin subtype 2|Immunoglobulin subtype|Immunoglobulin-like domain|Immunoglobulin-like fold|Immunoglobulin-like domain superfamily	Bilateria|Arthropoda	8.71e-131	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A0K2T4P8|A0A0K2T4P8_LEPSM	Ig-like_domain-containing_protein_(Fragment)	Lepeophtheirus_salmonis	4.0e-161	100	100	PF07679|PF08205|PF08205|PF13927|PF13927	Immunoglobulin I-set domain|CD80-like C2-set immunoglobulin domain|CD80-like C2-set immunoglobulin domain|Immunoglobulin domain|Immunoglobulin domain	6.3E-6|4.3E-6|3.9E-11|8.3E-11|3.7E-7	N	1	14.804250476214	44.5343963998745	8.97820389897326	2.90434064095266	3.95420774015145	4.53556877657457	4,5	6,5	16,11111111
ImmSys	TRINITY_DN35199_c0_g1_i1	Eucalanus-hyalinus_42181	OG0000478	IPR036444	Phospholipase A2 domain superfamily	Diptera|Nematocera	5.23e-08	ko01000|ko03036	Enzymes|Chromosome_and_associated_proteins	ko00564|ko00565|ko00590|ko00591|ko00592|ko04014|ko04270|ko04972|ko04975	Glycerophospholipid_metabolism_(Lipid_metabolism)|Ether_lipid_metabolism_(Lipid_metabolism)|Arachidonic_acid_metabolism_(Lipid_metabolism)|Linoleic_acid_metabolism_(Lipid_metabolism)|alpha-Linolenic_acid_metabolism_(Lipid_metabolism)|Ras_signaling_pathway_(Signal_transduction)|Vascular_smooth_muscle_contraction_(Circulatory_system)|Pancreatic_secretion_(Digestive_system)|Fat_digestion_and_absorption_(Digestive_system)	GO:0006644|GO:0050482	phospholipid_metabolic_process|arachidonic_acid_secretion	cellular_metabolic_process|establishment_of_localization	metabolic_process|localization	GO:0004623	phospholipase_A2_activity	hydrolase_activity	catalytic_activity	-	-	-	-	tr|A0A7R8WH23|A0A7R8WH23_9CRUS	C-type_lectin_domain-containing_protein	Cyprideis_torosa	3.4e-05	48	16	-	-	-	N	0	3.63270995840335	14.6290497831123	7.29250104636107	1.00988077642338	0.884707209615261	0.791969503259696	10,66666667	3,7	11,33333333
ImmSys	TRINITY_DN19126_c0_g1_i1	Eucalanus-hyalinus_39261	OG0000818	IPR008983	Tumour necrosis factor-like domain superfamily	-	-	-	-	-	-	-	-	-	-	GO:0005515	protein_binding	protein_binding	binding	-	-	-	-	noHit	-	-	-	-	-	-	-	-	N	0	19.7951932487569	26.306716245669	17.0626250559605	3.63757303706007	5.94442119293287	5.21159113638242	19,5	2,6	7,555555556
ImmSys	TRINITY_DN3298_c0_g1_i2	Eucalanus-hyalinus_8649	OG0001101	IPR001304|IPR016186|IPR016187	C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|R9TFS9|R9TFS9_ACAPC	Perlucin_5-like_protein	Acartia_pacifica	7.7e-24	100	94	PF00059	Lectin C-type domain	1.7E-6	N	0	15.0782690426228	31.0600417270093	6.67804031004731	2.03554093997837	2.37765062584101	2.24666348667768	7	2,4	9,777777778
ImmSys	TRINITY_DN3298_c0_g1_i10	Eucalanus-hyalinus_8652	OG0001101	IPR001304|IPR016186|IPR016187	C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold	Bilateria|Chordata	7.47e-09	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A6J8BVQ1|A0A6J8BVQ1_MYTCO	COLEC12	Mytilus_coruscus	1.9e-09	87	57	PF00059	Lectin C-type domain	1.4E-6	N	0	26.8515901149837	78.629741184407	14.1098904095843	3.29453692409538	5.14832615008603	6.51730108571018	7	2,4	9,777777778
ImmSys	TRINITY_DN2792_c0_g1_i13	Eucalanus-hyalinus_16305	OG0001101	IPR001304|IPR016186|IPR016187	C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|R9TFS9|R9TFS9_ACAPC	Perlucin_5-like_protein	Acartia_pacifica	2.9e-31	81	96	PF00059	Lectin C-type domain	4.7E-6	N	1	17.2753559216145	29.1663732792409	5.168578757971	2.42433342217465	3.45882525398418	2.26334842700496	7	2,4	9,777777778
ImmSys	TRINITY_DN18858_c0_g1_i1	Eucalanus-hyalinus_9913	OG0001400	IPR036846	GM2-AP, lipid-recognition domain superfamily	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A7TZB0|A7TZB0_LEPSM	MD-2-related_lipid-recognition_domain-containing_protein	Lepeophtheirus_salmonis	2.3e-16	86	73	-	-	-	N	0	39.9469727543257	82.6842178058578	16.5979136456877	7.16256676219879	7.67834285580443	6.95970194941642	8,5	2,6	5,944444444
ImmSys	TRINITY_DN5015_c0_g1_i1	Eucalanus-hyalinus_11061	OG0001400	IPR028996|IPR036846	Ganglioside GM2 activator|GM2-AP, lipid-recognition domain superfamily	Euarchontoglires|Rodentia	2.67e-07	ko04147	Exosome	ko04142	Lysosome_(Transport_and_catabolism)	GO:0006689	ganglioside_catabolic_process	primary_metabolic_process	metabolic_process	GO:0008047	enzyme_activator_activity	enzyme_regulator_activity	molecular_function_regulator_activity	-	-	-	-	tr|A0A0K2UB22|A0A0K2UB22_LEPSM	MD-2-related_lipid-recognition_domain-containing_protein_(Fragment)	Lepeophtheirus_salmonis	2.1e-15	89	100	PF02221	ML domain	4.4E-6	N	1	133.877163956727	330.987638000918	45.0791878381255	20.6663858603446	25.7856398775835	35.8986429907307	8,5	2,6	5,944444444
ImmSys	TRINITY_DN45023_c0_g1_i1	Eucalanus-hyalinus_8123	OG0002004	IPR001229|IPR033563|IPR036404	Jacalin-like lectin domain||Jacalin-like lectin domain superfamily	-	-	-	-	-	-	-	-	-	-	GO:0030246	carbohydrate_binding	carbohydrate_binding	binding	GO:0042589	zymogen_granule_membrane	membrane	cellular_anatomical_entity	tr|A0A0S4TZ88|A0A0S4TZ88_RALSL	Jacalin-type_lectin_domain-containing_protein	Ralstonia_solanacearum	1.5e-08	62	20	-	-	-	N	0	6.40089792512994	13.3798233831934	3.21237831750657	1.20111351919291	1.1691520807918	0.348865998677833	2,5	1,8	6,611111111
ImmSys	TRINITY_DN8099_c0_g1_i5	Eucalanus-hyalinus_35085	OG0002004	IPR001229|IPR033563|IPR036404	Jacalin-like lectin domain||Jacalin-like lectin domain superfamily	Chordata|Vertebrata	1.24e-14	-	-	-	-	-	-	-	-	GO:0030246	carbohydrate_binding	carbohydrate_binding	binding	GO:0042589	zymogen_granule_membrane	membrane	cellular_anatomical_entity	tr|A0A819UYT2|A0A819UYT2_9BILA	Jacalin-type_lectin_domain-containing_protein_(Fragment)	Adineta_steineri	8.8e-10	77	41	PF01419	Jacalin-like lectin domain	8.8E-5	N	0	12.0668063814777	28.6461491136495	5.72615561170312	2.40563929270171	1.44009975406052	3.03944545865126	2,5	1,8	6,611111111
ImmSys	TRINITY_DN47979_c0_g1_i1	Eucalanus-hyalinus_37741	OG0002157	IPR002159	CD36 family	Diptera|Drosophilidae	6.87e-86	ko04090|ko04131|ko04147	CD_molecules|Membrane_trafficking|Exosome	ko03320|ko04142|ko04145|ko04152|ko04512|ko04640|ko04913|ko04920|ko04925|ko04927|ko04975|ko04976|ko04977|ko04979	PPAR_signaling_pathway_(Endocrine_system)|Lysosome_(Transport_and_catabolism)|Phagosome_(Transport_and_catabolism)|AMPK_signaling_pathway_(Signal_transduction)|ECM-receptor_interaction_(Signaling_molecules_and_interaction)|Hematopoietic_cell_lineage_(Immune_system)|Ovarian_steroidogenesis_(Endocrine_system)|Adipocytokine_signaling_pathway_(Endocrine_system)|Aldosterone_synthesis_and_secretion_(Endocrine_system)|Cortisol_synthesis_and_secretion_(Endocrine_system)|Fat_digestion_and_absorption_(Digestive_system)|Bile_secretion_(Digestive_system)|Vitamin_digestion_and_absorption_(Digestive_system)|Cholesterol_metabolism_(Digestive_system)	-	-	-	-	-	-	-	-	GO:0016020	membrane	membrane	cellular_anatomical_entity	tr|A0A553P832|A0A553P832_TIGCA	Scavenger_receptor_class_B_member_1	Tigriopus_californicus	1.8e-100	90	85	PF01130	CD36 family	4.3E-126	N	2	7.32891131956712	11.690852381418	4.29802150072229	1.37353614116951	0.721972744780921	0.359051867252368	1,5	2,3	3,611111111
ImmSys	TRINITY_DN13066_c0_g1_i1	Eucalanus-hyalinus_40951	OG0002221	IPR002909|IPR008366|IPR008967|IPR011539|IPR013783|IPR014756|IPR037059	IPT domain|Nuclear factor of activated T cells (NFAT)|p53-like transcription factor, DNA-binding domain superfamily|Rel homology domain, DNA-binding domain|Immunoglobulin-like fold|Immunoglobulin E-set|Rel homology domain (RHD), DNA-binding domain superfamily	Diptera|Drosophilidae	1.35e-84	ko03000	Transcription_factors	-	-	GO:0006355	regulation_of_DNA-templated_transcription	regulation_of_biological_process	biological_regulation	GO:0003677|GO:0003700	DNA_binding|DNA-binding_transcription_factor_activity	organic_cyclic_compound_binding|DNA-binding_transcription_factor_activity	binding|transcription_regulator_activity	-	-	-	-	tr|A0A3R7N310|A0A3R7N310_PENVA	Nuclear_factor_of_activated_T-cells_5	Penaeus_vannamei	3.8e-85	29	29	PF00554|PF16179	Rel homology DNA-binding domain|Rel homology dimerisation domain	3.0E-25|2.4E-18	N	0	7.15865128244312	15.4968230493457	5.82479774336118	2.19026582911648	2.47585146520616	2.03163140406503	1,5	1,3	6,333333333
ImmSys	TRINITY_DN11156_c0_g1_i2	Eucalanus-hyalinus_14300	OG0008386	IPR001398|IPR014347	Macrophage migration inhibitory factor|Tautomerase/MIF superfamily	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A1S6GL54|A0A1S6GL54_9MAXI	Macrophage_migration_inhibitory_factor	Pseudodiaptomus_poplesia	4.1e-19	95	97	PF01187	Macrophage migration inhibitory factor (MIF)	6.4E-12	N	0	23.797088282197	47.4646674603596	17.8258762827808	7.00141269146727	7.53418042063371	7.49380518253674	1	0,4	2,444444444
ImmSys	TRINITY_DN24571_c0_g1_i1	Eucalanus-hyalinus_13795	OG0008532	IPR008597	Invertebrate-type lysozyme	Bilateria|Arthropoda	2.3e-35	-	-	-	-	-	-	-	-	GO:0003796	lysozyme_activity	hydrolase_activity	catalytic_activity	-	-	-	-	tr|A0A7R8H354|A0A7R8H354_LEPSM	lysozyme	Lepeophtheirus_salmonis	6.7e-51	52	82	PF05497	Destabilase	8.2E-35	N	1	5.29224303229691	32.8886023812518	5.59755909095912	2.20683782782354	1.93330280396253	1.7678663501726	1	1,2	1,277777778
ImmSys	TRINITY_DN8625_c0_g1_i7	Eucalanus-hyalinus_29270	OG0014457	IPR001304|IPR002557|IPR016186|IPR016187|IPR036508	C-type lectin-like|Chitin binding domain|C-type lectin-like/link domain superfamily|C-type lectin fold|Chitin binding domain superfamily	-	-	-	-	-	-	-	-	-	-	GO:0008061	chitin_binding	carbohydrate_derivative_binding	binding	GO:0005576	extracellular_region	extracellular_region	cellular_anatomical_entity	tr|A0A7N6AAZ1|A0A7N6AAZ1_ANATE	CD209_antigen-like_protein_C	Anabas_testudineus	3.1e-07	68	68	PF01607|PF00059	Chitin binding Peritrophin-A domain|Lectin C-type domain	5.2E-7|1.3E-9	N	0	63.7128457553379	157.603836552282	28.2295437127704	5.11892185638154	8.84255251909199	11.4965381403373	2,833333333	0	0,555555556
ImmSys	TRINITY_DN3317_c0_g1_i6	Eucalanus-hyalinus_8547	OG0082479	IPR001304|IPR016186|IPR016187|IPR018378	C-type lectin-like|C-type lectin-like/link domain superfamily|C-type lectin fold|C-type lectin, conserved site	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	noHit	-	-	-	-	-	-	-	-	N	0	25.2786700870941	38.182933318204	14.4820850812839	5.4819416609445	6.20743663391055	3.43009518844657	0	0	0,166666667
